Age,Gender,Year of Study,Discipline/Field,anxiety_level,self_esteem,depression,headache,sleep_quality,noise_level,living_conditions,basic_needs,academic_performance,study_load,teacher_student_relationship,future_career_concerns,social_support,peer_pressure
21,Male,Second Year,Business Administration,-0.8280983086948962,1.1434137029051656,-1.496143148492254,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,1.3245905222025969,0.8563707669621986,1.5752125876765604,-1.233150393679704,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
25,Male,First Year,Natural Sciences/Social Sciences,-0.6645600430639472,0.8078632165034718,-1.2371930323186282,-1.0706080399084619,0.8658128297754615,-0.4889488933551481,1.3245905222025969,0.8563707669621986,0.8679742830054515,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
25,Male,Fourth Year,Civil/Mechanical Engineering,-0.010406980540151285,0.584162892235676,-0.07191750953731156,0.3491253463474851,-0.42644512511328697,0.26433371545530415,-0.4632003666598038,0.15858717906707376,-0.5465023263367659,0.28755076444549144,-0.46835671774833415,-0.42460872905897556,1.0676294971397202,0.18633395968569014
20,Female,Third Year,Natural Sciences/Social Sciences,1.6249756757693385,-1.8765406747100783,1.6112582455912572,1.0589920394754586,-1.0725741025576614,1.0176163242657563,-1.357095811091004,-1.2369799967231758,-1.2537406310078745,1.808251922570687,-0.46835671774833415,1.5378685901211637,-0.8419517172565273,0.8882769585016463
23,Female,Fourth Year,Business Administration,-1.318713105587743,1.0315635407712678,-1.6256182065790672,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,0.43069507777139654,0.8563707669621986,1.5752125876765604,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
22,Male,Third Year,Natural Sciences/Social Sciences,1.1343608788764916,-1.8765406747100783,1.0933580132440053,1.0589920394754586,-1.0725741025576614,1.7708989330762086,-1.357095811091004,-0.539196408828051,-0.5465023263367659,1.808251922570687,-1.1909266890290742,0.8837094837277839,-0.8419517172565273,0.8882769585016463
19,Male,Second Year,Civil/Mechanical Engineering,-0.6645600430639472,1.0315635407712678,-0.9782429161450024,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,0.43069507777139654,1.5541543548573233,0.8679742830054515,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
25,Male,First Year,Natural Sciences/Social Sciences,1.4614374101383896,-1.4291400261744867,1.74073330367807,0.3491253463474851,-1.0725741025576614,1.0176163242657563,-0.4632003666598038,-0.539196408828051,-1.2537406310078745,0.28755076444549144,-1.1909266890290742,0.8837094837277839,-0.8419517172565273,1.5902199573176024
21,Female,Fourth Year,Civil/Mechanical Engineering,0.31666955072174663,0.3604625679678801,0.18703260663631438,0.3491253463474851,-0.42644512511328697,0.26433371545530415,-0.4632003666598038,0.15858717906707376,0.16073597833434292,-0.4727998146171063,0.25421325353240576,-0.42460872905897556,1.0676294971397202,0.18633395968569014
23,Female,First Year,Natural Sciences/Social Sciences,-0.8280983086948962,0.9197133786373698,-0.5898177418845635,-1.0706080399084619,1.5119418072198356,-0.4889488933551481,1.3245905222025969,0.8563707669621986,0.8679742830054515,-1.233150393679704,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
23,Female,Third Year,Civil/Mechanical Engineering,1.1343608788764916,-1.3172898640405888,1.870208361764883,1.768858732603432,-1.0725741025576614,0.26433371545530415,-0.4632003666598038,-1.2369799967231758,-1.2537406310078745,0.28755076444549144,-1.1909266890290742,0.8837094837277839,-0.8419517172565273,1.5902199573176024
19,Female,First Year,Civil/Mechanical Engineering,-0.6645600430639472,1.1434137029051656,0.9638829551571921,-0.36074134678048836,0.21968385233108723,1.7708989330762086,-1.357095811091004,1.5541543548573233,0.8679742830054515,-1.9935009727423016,-0.46835671774833415,-0.42460872905897556,-0.8419517172565273,-1.2175520379462221
25,Female,First Year,Natural Sciences/Social Sciences,0.31666955072174663,0.584162892235676,0.18703260663631438,-0.36074134678048836,0.21968385233108723,0.26433371545530415,0.43069507777139654,0.15858717906707376,0.16073597833434292,-0.4727998146171063,0.25421325353240576,-0.42460872905897556,1.0676294971397202,-0.5156090391302659
21,Female,Fourth Year,Business Administration,0.9708226132455425,-1.3172898640405888,1.481783187504444,0.3491253463474851,-1.0725741025576614,1.7708989330762086,-1.357095811091004,-1.2369799967231758,-0.5465023263367659,0.28755076444549144,-1.1909266890290742,0.8837094837277839,-0.8419517172565273,0.8882769585016463
22,Female,Second Year,IT/CS/Software/AI,-1.80932790248059,1.0315635407712678,-1.2371930323186282,-1.0706080399084619,1.5119418072198356,-0.4889488933551481,1.3245905222025969,0.8563707669621986,0.8679742830054515,-0.4727998146171063,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
18,Female,First Year,Business Administration,0.6437460819836446,-1.093589539772793,-0.3308676257109375,1.0589920394754586,-1.7187030800020355,-1.2422315021656005,0.43069507777139654,1.5541543548573233,0.16073597833434292,1.0479013435080893,-0.46835671774833415,0.8837094837277839,-0.8419517172565273,-1.9194950367621784
21,Female,Second Year,Natural Sciences/Social Sciences,0.6437460819836446,-0.981739377638895,1.870208361764883,1.0589920394754586,-1.0725741025576614,1.7708989330762086,-0.4632003666598038,-0.539196408828051,-0.5465023263367659,0.28755076444549144,-0.46835671774833415,0.8837094837277839,-0.8419517172565273,0.8882769585016463
19,Male,Third Year,Business Administration,-0.3374835118020493,0.584162892235676,-0.46034268379775045,-0.36074134678048836,-0.42644512511328697,-0.4889488933551481,0.43069507777139654,-0.539196408828051,0.16073597833434292,0.28755076444549144,-0.46835671774833415,-0.42460872905897556,0.11283888994159641,0.18633395968569014
23,Male,First Year,Civil/Mechanical Engineering,-0.6645600430639472,0.8078632165034718,-1.2371930323186282,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,1.3245905222025969,1.5541543548573233,1.5752125876765604,-0.4727998146171063,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
22,Male,Fourth Year,IT/CS/Software/AI,-0.3374835118020493,0.47231273010177804,0.18703260663631438,-0.36074134678048836,-0.42644512511328697,0.26433371545530415,0.43069507777139654,0.15858717906707376,-0.5465023263367659,0.28755076444549144,-0.46835671774833415,-0.42460872905897556,0.11283888994159641,0.18633395968569014
21,Male,Third Year,Natural Sciences/Social Sciences,0.15313128509079768,0.3604625679678801,0.18703260663631438,-0.36074134678048836,0.21968385233108723,-0.4889488933551481,0.43069507777139654,0.15858717906707376,-0.5465023263367659,-0.4727998146171063,-0.46835671774833415,-0.42460872905897556,0.11283888994159641,-0.5156090391302659
18,Female,Third Year,Natural Sciences/Social Sciences,-0.6645600430639472,1.0315635407712678,-0.5898177418845635,-1.0706080399084619,1.5119418072198356,-0.4889488933551481,1.3245905222025969,1.5541543548573233,1.5752125876765604,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
18,Female,Fourth Year,Natural Sciences/Social Sciences,1.6249756757693385,-1.3172898640405888,0.9638829551571921,0.3491253463474851,-1.0725741025576614,1.7708989330762086,-1.357095811091004,-1.2369799967231758,-1.2537406310078745,1.0479013435080893,-1.1909266890290742,0.8837094837277839,-0.8419517172565273,1.5902199573176024
20,Male,First Year,IT/CS/Software/AI,-0.9916365743258452,0.8078632165034718,-0.8487678580581894,-1.0706080399084619,1.5119418072198356,-1.2422315021656005,1.3245905222025969,0.8563707669621986,1.5752125876765604,-1.233150393679704,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
20,Female,First Year,Civil/Mechanical Engineering,-0.9916365743258452,1.2552638650390635,-0.8487678580581894,-1.0706080399084619,1.5119418072198356,-0.4889488933551481,1.3245905222025969,1.5541543548573233,0.8679742830054515,-0.4727998146171063,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
24,Male,Third Year,Natural Sciences/Social Sciences,-0.5010217774329982,1.3671140271729616,-1.6256182065790672,-1.0706080399084619,0.8658128297754615,-0.4889488933551481,1.3245905222025969,1.5541543548573233,1.5752125876765604,-0.4727998146171063,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
19,Female,First Year,Business Administration,-1.645789636849641,1.0315635407712678,-1.3666680904054411,-1.0706080399084619,1.5119418072198356,-0.4889488933551481,0.43069507777139654,1.5541543548573233,1.5752125876765604,-1.233150393679704,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
25,Male,Second Year,Natural Sciences/Social Sciences,1.2978991445074406,-0.981739377638895,0.44598272280994034,0.3491253463474851,-1.0725741025576614,0.26433371545530415,-0.4632003666598038,-1.2369799967231758,-0.5465023263367659,0.28755076444549144,-1.1909266890290742,0.8837094837277839,-0.8419517172565273,1.5902199573176024
21,Female,Fourth Year,Natural Sciences/Social Sciences,0.6437460819836446,-1.5409901883083847,1.2228330713308182,1.0589920394754586,-1.0725741025576614,1.7708989330762086,-0.4632003666598038,-0.539196408828051,-0.5465023263367659,0.28755076444549144,-0.46835671774833415,1.5378685901211637,-0.8419517172565273,1.5902199573176024
21,Female,Second Year,Natural Sciences/Social Sciences,-1.318713105587743,1.3671140271729616,-1.496143148492254,-1.0706080399084619,1.5119418072198356,-1.2422315021656005,1.3245905222025969,0.8563707669621986,0.8679742830054515,-0.4727998146171063,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
25,Male,First Year,Natural Sciences/Social Sciences,1.2978991445074406,-1.8765406747100783,1.870208361764883,1.0589920394754586,-1.0725741025576614,1.0176163242657563,-0.4632003666598038,-1.2369799967231758,-1.2537406310078745,1.0479013435080893,-0.46835671774833415,0.8837094837277839,-0.8419517172565273,0.8882769585016463
24,Female,Third Year,Civil/Mechanical Engineering,-0.6645600430639472,1.0315635407712678,-0.7192927999713764,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,1.3245905222025969,1.5541543548573233,0.8679742830054515,-0.4727998146171063,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
23,Male,Fourth Year,Business Administration,0.15313128509079768,0.13676224370008427,-0.3308676257109375,-0.36074134678048836,-0.42644512511328697,0.26433371545530415,0.43069507777139654,-0.539196408828051,0.16073597833434292,-0.4727998146171063,0.25421325353240576,0.22955037733440417,0.11283888994159641,0.18633395968569014
23,Male,First Year,Civil/Mechanical Engineering,-1.482251371218692,0.9197133786373698,-1.1077179742318153,-1.0706080399084619,1.5119418072198356,-1.2422315021656005,1.3245905222025969,1.5541543548573233,0.8679742830054515,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
24,Male,First Year,Business Administration,-0.5010217774329982,1.0315635407712678,-0.9782429161450024,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,0.43069507777139654,1.5541543548573233,0.8679742830054515,-1.233150393679704,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
23,Male,Third Year,Natural Sciences/Social Sciences,-0.17394524617110024,-0.1987882427016095,0.18703260663631438,0.3491253463474851,0.21968385233108723,-0.4889488933551481,-0.4632003666598038,0.15858717906707376,-0.5465023263367659,-0.4727998146171063,0.25421325353240576,0.22955037733440417,0.11283888994159641,0.18633395968569014
20,Female,Third Year,IT/CS/Software/AI,-0.8280983086948962,1.2552638650390635,-1.6256182065790672,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,1.3245905222025969,1.5541543548573233,1.5752125876765604,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
21,Female,Second Year,Civil/Mechanical Engineering,1.2978991445074406,-1.7646905125761805,1.481783187504444,1.768858732603432,-1.0725741025576614,1.0176163242657563,-1.357095811091004,-1.2369799967231758,-0.5465023263367659,0.28755076444549144,-0.46835671774833415,0.8837094837277839,-0.8419517172565273,0.8882769585016463
24,Female,Fourth Year,IT/CS/Software/AI,0.31666955072174663,0.584162892235676,0.05755754854950141,-0.36074134678048836,0.21968385233108723,0.26433371545530415,0.43069507777139654,-0.539196408828051,0.16073597833434292,0.28755076444549144,0.25421325353240576,0.22955037733440417,0.11283888994159641,-0.5156090391302659
21,Male,Fourth Year,Civil/Mechanical Engineering,0.31666955072174663,0.584162892235676,-0.20139256762412452,0.3491253463474851,-0.42644512511328697,0.26433371545530415,0.43069507777139654,0.15858717906707376,-0.5465023263367659,0.28755076444549144,-0.46835671774833415,-0.42460872905897556,1.0676294971397202,-0.5156090391302659
25,Female,Third Year,Natural Sciences/Social Sciences,0.15313128509079768,0.024912081566186354,-0.20139256762412452,-0.36074134678048836,-0.42644512511328697,-0.4889488933551481,0.43069507777139654,-0.539196408828051,0.16073597833434292,-0.4727998146171063,-0.46835671774833415,-0.42460872905897556,1.0676294971397202,-0.5156090391302659
18,Male,Second Year,Civil/Mechanical Engineering,-0.5010217774329982,1.1434137029051656,-0.9782429161450024,-1.0706080399084619,1.5119418072198356,-1.2422315021656005,0.43069507777139654,0.8563707669621986,1.5752125876765604,-1.233150393679704,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
20,Female,Fourth Year,Natural Sciences/Social Sciences,-1.155174839956794,1.2552638650390635,-1.3666680904054411,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,0.43069507777139654,0.8563707669621986,0.8679742830054515,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
22,Female,Third Year,Civil/Mechanical Engineering,-1.155174839956794,1.0315635407712678,-0.9782429161450024,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,1.3245905222025969,1.5541543548573233,1.5752125876765604,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
20,Female,First Year,Natural Sciences/Social Sciences,-1.155174839956794,1.1434137029051656,-1.6256182065790672,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,1.3245905222025969,0.8563707669621986,1.5752125876765604,-1.233150393679704,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
24,Male,Fourth Year,Natural Sciences/Social Sciences,-0.5010217774329982,1.2552638650390635,-1.3666680904054411,-0.36074134678048836,-1.7187030800020355,-1.2422315021656005,1.3245905222025969,1.5541543548573233,-1.960978935678983,-1.9935009727423016,-1.913496660309814,1.5378685901211637,-0.8419517172565273,0.8882769585016463
22,Female,Second Year,Business Administration,-1.318713105587743,1.0315635407712678,-1.496143148492254,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,0.43069507777139654,1.5541543548573233,0.8679742830054515,-1.233150393679704,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
18,Female,Second Year,Natural Sciences/Social Sciences,0.15313128509079768,0.584162892235676,-0.3308676257109375,0.3491253463474851,-0.42644512511328697,-0.4889488933551481,0.43069507777139654,-0.539196408828051,-0.5465023263367659,0.28755076444549144,0.25421325353240576,0.22955037733440417,1.0676294971397202,-0.5156090391302659
24,Male,Second Year,Business Administration,1.6249756757693385,-1.9883908368439764,0.05755754854950141,-1.7804747330364354,1.5119418072198356,1.7708989330762086,1.3245905222025969,-0.539196408828051,-0.5465023263367659,-1.9935009727423016,-1.913496660309814,0.8837094837277839,-1.796742324454651,-1.2175520379462221
19,Female,First Year,Natural Sciences/Social Sciences,-0.9916365743258452,0.8078632165034718,-1.2371930323186282,-1.0706080399084619,0.8658128297754615,-0.4889488933551481,0.43069507777139654,1.5541543548573233,1.5752125876765604,-0.4727998146171063,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
21,Male,Fourth Year,IT/CS/Software/AI,1.1343608788764916,-0.42248856696940534,0.31650766472312736,1.0589920394754586,-1.0725741025576614,1.0176163242657563,-1.357095811091004,-0.539196408828051,-0.5465023263367659,1.0479013435080893,-0.46835671774833415,1.5378685901211637,-0.8419517172565273,1.5902199573176024
18,Female,Fourth Year,Natural Sciences/Social Sciences,-0.010406980540151285,0.3604625679678801,-0.46034268379775045,-0.36074134678048836,0.21968385233108723,-0.4889488933551481,-0.4632003666598038,0.15858717906707376,0.16073597833434292,0.28755076444549144,0.25421325353240576,-0.42460872905897556,1.0676294971397202,0.18633395968569014
21,Male,First Year,IT/CS/Software/AI,-0.010406980540151285,0.584162892235676,-0.3308676257109375,0.3491253463474851,-0.42644512511328697,0.26433371545530415,0.43069507777139654,0.15858717906707376,-0.5465023263367659,0.28755076444549144,-0.46835671774833415,-0.42460872905897556,1.0676294971397202,-0.5156090391302659
23,Male,Fourth Year,IT/CS/Software/AI,-1.645789636849641,0.9197133786373698,0.7049328389835662,-0.36074134678048836,0.21968385233108723,-1.2422315021656005,-0.4632003666598038,0.8563707669621986,0.16073597833434292,-0.4727998146171063,-1.1909266890290742,1.5378685901211637,-0.8419517172565273,-1.2175520379462221
19,Female,First Year,Natural Sciences/Social Sciences,-0.9916365743258452,1.3671140271729616,-1.6256182065790672,-1.0706080399084619,1.5119418072198356,-1.2422315021656005,1.3245905222025969,0.8563707669621986,1.5752125876765604,-1.233150393679704,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-1.2175520379462221
19,Male,First Year,IT/CS/Software/AI,1.6249756757693385,-0.3106384048355074,1.3523081294176311,1.768858732603432,-1.0725741025576614,0.26433371545530415,-0.4632003666598038,-1.2369799967231758,-0.5465023263367659,1.808251922570687,-0.46835671774833415,0.8837094837277839,-0.8419517172565273,0.8882769585016463
18,Male,First Year,Business Administration,-1.482251371218692,0.9197133786373698,-1.1077179742318153,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,1.3245905222025969,0.8563707669621986,1.5752125876765604,-1.233150393679704,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
19,Male,Second Year,Civil/Mechanical Engineering,-1.80932790248059,1.3671140271729616,-0.7192927999713764,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,0.43069507777139654,1.5541543548573233,1.5752125876765604,-1.233150393679704,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
22,Male,Fourth Year,Natural Sciences/Social Sciences,1.6249756757693385,-1.205439701906691,0.9638829551571921,1.0589920394754586,-1.0725741025576614,1.7708989330762086,-0.4632003666598038,-0.539196408828051,-1.2537406310078745,1.0479013435080893,-0.46835671774833415,0.8837094837277839,-0.8419517172565273,1.5902199573176024
19,Male,First Year,IT/CS/Software/AI,0.9708226132455425,-1.4291400261744867,1.74073330367807,1.768858732603432,-1.0725741025576614,1.7708989330762086,-1.357095811091004,-1.2369799967231758,-1.2537406310078745,1.808251922570687,-1.1909266890290742,1.5378685901211637,-0.8419517172565273,1.5902199573176024
21,Male,Fourth Year,Natural Sciences/Social Sciences,1.4614374101383896,-1.4291400261744867,0.9638829551571921,0.3491253463474851,-1.0725741025576614,0.26433371545530415,-1.357095811091004,-0.539196408828051,-0.5465023263367659,1.808251922570687,-0.46835671774833415,0.8837094837277839,-0.8419517172565273,1.5902199573176024
21,Female,Second Year,Business Administration,-1.645789636849641,1.2552638650390635,-0.9782429161450024,-1.0706080399084619,1.5119418072198356,-1.2422315021656005,0.43069507777139654,1.5541543548573233,0.8679742830054515,-1.233150393679704,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
24,Male,First Year,Natural Sciences/Social Sciences,0.31666955072174663,-0.08693808056771157,-0.07191750953731156,0.3491253463474851,-0.42644512511328697,-0.4889488933551481,-0.4632003666598038,0.15858717906707376,0.16073597833434292,0.28755076444549144,0.25421325353240576,-0.42460872905897556,0.11283888994159641,-0.5156090391302659
21,Male,Third Year,Natural Sciences/Social Sciences,1.1343608788764916,-0.5343387291033033,1.3523081294176311,0.3491253463474851,-1.0725741025576614,1.7708989330762086,-0.4632003666598038,-1.2369799967231758,-0.5465023263367659,1.0479013435080893,-0.46835671774833415,1.5378685901211637,-0.8419517172565273,0.8882769585016463
24,Female,Second Year,IT/CS/Software/AI,-1.155174839956794,0.9197133786373698,-0.9782429161450024,-1.0706080399084619,1.5119418072198356,-0.4889488933551481,1.3245905222025969,0.8563707669621986,0.8679742830054515,-1.233150393679704,1.6993531960938857,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
21,Female,Third Year,Business Administration,-0.3374835118020493,0.3604625679678801,0.18703260663631438,-0.36074134678048836,-0.42644512511328697,-0.4889488933551481,-0.4632003666598038,0.15858717906707376,-0.5465023263367659,0.28755076444549144,0.25421325353240576,0.22955037733440417,0.11283888994159641,0.18633395968569014
22,Female,Fourth Year,Civil/Mechanical Engineering,0.9708226132455425,-0.3106384048355074,0.5754577808967533,1.768858732603432,-1.0725741025576614,1.7708989330762086,-1.357095811091004,-0.539196408828051,-1.2537406310078745,1.0479013435080893,-0.46835671774833415,1.5378685901211637,-0.8419517172565273,0.8882769585016463
25,Female,Fourth Year,Civil/Mechanical Engineering,-1.80932790248059,0.9197133786373698,-0.5898177418845635,-1.0706080399084619,0.8658128297754615,-1.2422315021656005,0.43069507777139654,1.5541543548573233,0.8679742830054515,-0.4727998146171063,0.9767832248131457,-1.0787678354523553,1.0676294971397202,-0.5156090391302659
24,Female,Second Year,IT/CS/Software/AI,0.31666955072174663,-0.3106384048355074,-0.07191750953731156,0.3491253463474851,0.21968385233108723,0.26433371545530415,-0.4632003666598038,-0.539196408828051,0.16073597833434292,-0.4727998146171063,-0.46835671774833415,0.22955037733440417,1.0676294971397202,-0.5156090391302659
20,Female,Fourth Year,Natural Sciences/Social Sciences,-0.17394524617110024,0.696013054369574,-0.07191750953731156,0.3491253463474851,-0.42644512511328697,0.26433371545530415,-0.4632003666598038,0.15858717906707376,0.16073597833434292,-0.4727998146171063,0.25421325353240576,-0.42460872905897556,0.11283888994159641,0.18633395968569014
23,Female,Third Year,IT/CS/Software/AI,-0.3374835118020493,0.47231273010177804,-0.3308676257109375,-0.36074134678048836,0.21968385233108723,0.26433371545530415,0.43069507777139654,0.15858717906707376,-0.5465023263367659,-0.4727998146171063,-0.46835671774833415,0.22955037733440417,1.0676294971397202,-0.5156090391302659
18,Male,First Year,IT/CS/Software/AI,0.9708226132455425,-1.6528403504422826,1.0933580132440053,1.0589920394754586,-1.0725741025576614,1.7708989330762086,-0.4632003666598038,-0.539196408828051,-1.2537406310078745,1.808251922570687,-0.46835671774833415,1.5378685901211637,-0.8419517172565273,0.8882769585016463
21,Male,First Year,IT/CS/Software/AI,-0.010406980540151285,0.024912081566186354,0.05755754854950141,0.3491253463474851,0.21968385233108723,-0.4889488933551481,-0.4632003666598038,0.15858717906707376,-0.5465023263367659,0.28755076444549144,0.25421325353240576,0.22955037733440417,1.0676294971397202,-0.5156090391302659
